Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLV,XLY
2000-01-27,14.096096992492676,,14.919448852539062,11.831866264343262,18.174962997436523,38.55519485473633,13.316330909729004,,21.898000717163086,21.325462341308594
2000-01-28,13.856247901916504,,14.746770858764648,11.418384552001953,17.693710327148438,37.17821502685547,13.207778930664062,,21.454721450805664,20.48381996154785
2000-01-31,13.773214340209961,,15.092129707336426,11.73645305633545,17.816579818725586,38.412750244140625,13.452028274536133,,21.35498046875,20.63791847229004
2000-02-01,14.02230167388916,,15.057591438293457,11.800056457519531,17.693710327148438,39.219947814941406,13.316330909729004,,21.63204002380371,21.384721755981445
2000-02-02,14.086877822875977,,15.152571678161621,11.68078327178955,17.703948974609375,39.50484848022461,13.343466758728027,,22.163959503173828,21.24248504638672
2000-02-03,13.847016334533691,,14.971251487731934,11.609220504760742,17.693710327148438,40.6443977355957,13.162543296813965,,22.36344337463379,21.325462341308594
2000-02-04,13.82857608795166,,14.539555549621582,11.489949226379395,17.765384674072266,41.119232177734375,13.153494834899902,,22.441009521484375,21.28989601135254
2000-02-07,13.561038970947266,,14.70359992980957,11.370677947998047,17.458200454711914,41.59404373168945,13.135407447814941,,22.075300216674805,20.83944320678711
2000-02-08,13.52413558959961,,14.574095726013184,11.497903823852539,17.52988052368164,41.9738883972168,13.298234939575195,,22.319114685058594,21.31361198425293
2000-02-09,13.25660514831543,,14.090593338012695,11.227550506591797,17.34556770324707,41.45158004760742,13.180630683898926,,21.920164108276367,20.957984924316406
2000-02-10,13.145904541015625,,14.384145736694336,10.917441368103027,17.048620223999023,42.436832427978516,12.7373628616333,,21.731767654418945,20.768312454223633
2000-02-11,12.82302188873291,,14.211470603942871,10.941290855407715,16.69024085998535,41.30913543701172,12.493106842041016,,21.742847442626953,20.471967697143555
2000-02-14,13.035202980041504,,14.435948371887207,11.036713600158691,16.956462860107422,41.3328857421875,12.556435585021973,,21.343896865844727,20.578657150268555
2000-02-15,13.597936630249023,,15.040331840515137,11.052618026733398,17.2534122467041,41.45158004760742,12.836869239807129,,21.177671432495117,20.626060485839844
2000-02-16,13.284279823303223,,15.109391212463379,10.822023391723633,17.212451934814453,41.237918853759766,12.655943870544434,,20.579246520996094,19.819995880126953
2000-02-17,13.25660514831543,,15.092129707336426,10.686843872070312,17.284128189086914,42.1638069152832,12.465964317321777,,20.568161010742188,19.250999450683594
2000-02-18,12.850699424743652,,14.651798248291016,10.30517578125,16.905271530151367,40.73936462402344,12.321229934692383,,20.00296974182129,18.966503143310547
2000-02-22,13.25660514831543,,14.5222806930542,10.400589942932129,17.181737899780273,40.6443977355957,12.520244598388672,,19.858917236328125,19.0139217376709
2000-02-23,13.109012603759766,,14.1423921585083,10.360834121704102,17.048620223999023,41.87893295288086,12.248849868774414,,20.16920280456543,18.954652786254883
2000-02-24,12.638525009155273,,13.98698616027832,10.146143913269043,16.89503288269043,42.40122985839844,11.995559692382812,,20.014057159423828,18.3501033782959
2000-02-25,12.435567855834961,,13.71069622039795,10.082531929016113,16.59809684753418,41.99763488769531,11.697023391723633,,19.393461227416992,18.421226501464844
2000-02-28,12.472461700439453,,14.12512493133545,10.408546447753906,16.64928436279297,41.49906539916992,11.923178672790527,,19.73701286315918,19.08504295349121
2000-02-29,12.389435768127441,,14.453222274780273,10.4801025390625,16.83359718322754,42.448699951171875,11.877949714660645,,19.95865821838379,19.488080978393555
2000-03-01,12.260289192199707,,14.815842628479004,10.623236656188965,16.741445541381836,42.87605285644531,11.769392013549805,,20.1248779296875,19.262853622436523
2000-03-02,11.992758750915527,,15.092129707336426,10.559622764587402,16.80288314819336,43.303382873535156,11.796537399291992,,20.03622055053711,19.23914337158203
2000-03-03,12.380207061767578,,14.850383758544922,10.655045509338379,17.263654708862305,44.50228500366211,11.733206748962402,,20.313274383544922,19.594768524169922
2000-03-06,12.085004806518555,,14.764032363891602,10.551669120788574,17.191974639892578,44.431068420410156,11.452768325805664,,19.914318084716797,19.132463455200195
2000-03-07,11.69754695892334,,15.782849311828613,10.233610153198242,16.50593376159668,43.208431243896484,10.837610244750977,,19.54862403869629,18.59902000427246
2000-03-08,11.946629524230957,,15.523823738098145,10.114337921142578,16.680009841918945,43.96813201904297,11.172333717346191,,19.448871612548828,18.82425880432129
2000-03-09,11.928178787231445,,15.541091918945312,10.169994354248047,16.854074478149414,45.29761505126953,11.47085952758789,,19.903234481811523,19.203590393066406
2000-03-10,12.029657363891602,,15.333877563476562,10.20180606842041,16.89503288269043,45.392574310302734,11.335160255432129,,19.73701286315918,18.942792892456055
2000-03-13,12.214158058166504,,15.109391212463379,10.30517578125,16.639041900634766,44.72782516479492,11.154240608215332,,19.59294319152832,18.788698196411133
2000-03-14,12.001983642578125,,15.299334526062012,10.26541519165039,16.54689598083496,43.70696258544922,11.090913772583008,,19.648345947265625,18.82425880432129
2000-03-15,12.721545219421387,,15.230274200439453,10.89358901977539,17.212451934814453,42.947261810302734,11.796537399291992,,19.748085021972656,19.96224594116211
2000-03-16,13.46878719329834,,15.88644790649414,11.831866264343262,18.144243240356445,44.44293212890625,12.303130149841309,,20.767635345458984,21.432144165039062
2000-03-17,13.019896507263184,,15.402582168579102,11.835379600524902,18.12010955810547,45.48753356933594,12.251871109008789,,20.789798736572266,21.48583221435547
2000-03-20,13.177098274230957,,15.160013198852539,11.611923217773438,18.222713470458984,45.29761505126953,12.142970085144043,,21.188749313354492,21.283924102783203
2000-03-21,13.334296226501465,,15.645139694213867,12.034893989562988,18.61261558532715,46.48465347290039,12.369853019714355,,21.32173728942871,21.521465301513672
2000-03-22,12.992148399353027,,15.523859024047852,12.13864803314209,18.530527114868164,47.291839599609375,12.270026206970215,,21.86474609375,21.426435470581055
2000-03-23,13.389779090881348,,15.506534576416016,12.561617851257324,18.961475372314453,48.193992614746094,12.170193672180176,,21.953407287597656,21.48583221435547
2000-03-24,13.325050354003906,,15.541191101074219,12.705278396606445,19.07433319091797,48.60946273803711,11.952381134033203,,22.14179801940918,21.557090759277344
2000-03-27,13.269569396972656,,15.593160629272461,12.290274620056152,18.83834457397461,49.00118637084961,11.798101425170898,,21.98665428161621,21.497709274291992
2000-03-28,13.019896507263184,,15.523859024047852,12.386043548583984,18.78704071044922,47.814144134521484,11.934231758117676,,22.00881004333496,21.5689697265625
2000-03-29,13.288065910339355,,16.338172912597656,12.290274620056152,19.023040771484375,46.4134407043457,12.224644660949707,,21.676359176635742,21.996551513671875
2000-03-30,13.648700714111328,,16.338172912597656,12.314223289489746,19.14616584777832,45.155181884765625,12.388004302978516,,21.36606788635254,22.4835147857666
2000-03-31,13.639458656311035,,16.25153923034668,12.39403247833252,19.17694854736328,46.00983428955078,12.324479103088379,,21.753931045532227,22.24597930908203
2000-04-03,14.083311080932617,,16.528745651245117,12.992578506469727,19.259029388427734,44.063087463378906,12.887155532836914,,21.742847442626953,22.91109275817871
2000-04-04,13.953856468200684,,16.320844650268555,12.47382926940918,19.043550491333008,43.6357536315918,13.2501802444458,,21.499052047729492,22.626041412353516
2000-04-05,13.842887878417969,,15.835728645324707,12.378060340881348,18.971729278564453,43.92063903808594,13.068663597106934,,21.35498046875,22.66167449951172
2000-04-06,13.759659767150879,,16.25153923034668,12.513738632202148,19.135900497436523,44.490413665771484,12.832696914672852,,21.765016555786133,22.899219512939453
2000-04-07,13.537732124328613,,16.00031280517578,12.2583589553833,19.42319679260254,46.00983428955078,12.669341087341309,,21.82042121887207,22.899219512939453
2000-04-10,13.870626449584961,,15.766417503356934,12.609506607055664,19.453989028930664,44.34797668457031,12.986982345581055,,21.676359176635742,23.433687210083008
2000-04-11,14.203523635864258,,16.04363250732422,12.769123077392578,19.689970016479492,43.255889892578125,13.213871955871582,,21.86474609375,23.59996795654297
2000-04-12,14.573408126831055,,16.18222999572754,12.824983596801758,19.34110450744629,40.45448303222656,13.368151664733887,,21.46579360961914,23.55246353149414
2000-04-13,14.166534423828125,,16.147592544555664,12.489792823791504,19.39241600036621,39.68291091918945,13.277405738830566,,20.92278480529785,23.113006591796875
2000-04-14,13.389779090881348,,15.801065444946289,11.47624397277832,18.12010955810547,37.60555648803711,12.623970031738281,,19.659439086914062,21.283924102783203
2000-04-17,13.408270835876465,,15.419903755187988,11.572011947631836,18.561311721801758,39.647281646728516,12.986982345581055,,19.825666427612305,21.30768585205078
2000-04-18,13.158605575561523,,15.497857093811035,12.034893989562988,18.633132934570312,41.90266799926758,13.068663597106934,,20.368684768676758,21.75900650024414
2000-04-19,12.992148399353027,,15.835728645324707,11.875283241271973,18.704959869384766,40.52569580078125,13.222941398620605,,20.900619506835938,21.925289154052734
2000-04-20,13.315803527832031,,15.861706733703613,12.098745346069336,18.858869552612305,40.16958236694336,13.213871955871582,,20.989276885986328,22.210342407226562
2000-04-24,13.343548774719238,,16.03497314453125,12.386043548583984,18.87938690185547,38.935054779052734,13.576895713806152,,20.6900634765625,22.44788360595703
2000-04-25,13.362040519714355,,16.06096076965332,12.769123077392578,19.864395141601562,41.190433502197266,13.513360977172852,,21.210914611816406,22.85171127319336
2000-04-26,13.130860328674316,,16.268856048583984,12.513738632202148,19.566843032836914,40.406982421875,13.359081268310547,,21.432554244995117,22.82795524597168
2000-04-27,13.084625244140625,,16.494098663330078,12.2583589553833,19.587366104125977,41.665252685546875,13.359081268310547,,21.29956817626953,22.352869033813477
2000-04-28,13.1863374710083,,16.008970260620117,12.513738632202148,19.453989028930664,41.78396224975586,12.977914810180664,,21.499052047729492,21.782760620117188
2000-05-01,13.167850494384766,,16.268856048583984,12.234414100646973,19.905441284179688,42.37749099731445,13.141260147094727,,21.565534591674805,22.44788360595703
2000-05-02,13.574724197387695,,16.502756118774414,12.114706039428711,19.700231552124023,41.59404373168945,13.177573204040527,,21.133342742919922,22.293472290039062
2000-05-03,13.352792739868164,,16.078277587890625,11.899224281311035,19.043550491333008,39.789710998535156,13.177573204040527,,20.545997619628906,21.23641014099121
2000-05-04,13.491498947143555,,16.494098663330078,11.715662956237793,19.07433319091797,39.50484848022461,13.177573204040527,,20.479501724243164,20.8919734954834
2000-05-05,13.482250213623047,,16.667354583740234,11.795473098754883,19.41293716430664,40.58504867553711,13.486140251159668,,20.457338333129883,21.15327262878418
2000-05-08,13.408270835876465,,16.875268936157227,12.026909828186035,19.40266990661621,39.14873123168945,13.767478942871094,,20.501672744750977,21.093891143798828
2000-05-09,13.648700714111328,,16.883922576904297,11.994993209838867,19.248769760131836,38.424625396728516,13.831007957458496,,20.357603073120117,21.30768585205078
2000-05-10,13.482250213623047,,16.935897827148438,11.675758361816406,19.05381965637207,36.560970306396484,13.740250587463379,,20.324352264404297,21.30768585205078
2000-05-11,13.657946586608887,,17.464340209960938,12.026909828186035,19.52580451965332,37.59370040893555,13.722100257873535,,20.30219078063965,21.497709274291992
2000-05-12,13.704176902770996,,17.524980545043945,12.162588119506836,19.761796951293945,38.08038330078125,13.540586471557617,,20.656816482543945,21.806514739990234
2000-05-15,13.94460678100586,,17.88882064819336,12.705278396606445,20.090139389038086,38.7926139831543,13.876381874084473,,21.000354766845703,21.877777099609375
2000-05-16,13.796652793884277,,17.54230499267578,12.633440017700195,20.274826049804688,39.955909729003906,13.812862396240234,,21.277408599853516,22.044055938720703
2000-05-17,13.83364200592041,,17.628934860229492,12.417964935302734,20.141433715820312,39.38612747192383,13.858233451843262,,21.03360366821289,21.521465301513672
2000-05-18,13.722677230834961,,17.602941513061523,12.577582359313965,20.049095153808594,38.389015197753906,13.831007957458496,,21.01143455505371,21.94904327392578
2000-05-19,13.759659767150879,,17.63759994506836,12.35412883758545,19.49502944946289,36.8933219909668,13.930834770202637,,20.457338333129883,21.39082145690918
2000-05-22,13.685687065124512,,17.49032974243164,12.513738632202148,19.15641975402832,36.72715377807617,13.885459899902344,,20.224609375,21.07012939453125
2000-05-23,13.491498947143555,,17.421022415161133,12.59354019165039,19.07433319091797,34.94657897949219,13.812862396240234,,20.058385848999023,20.975107192993164
2000-05-24,13.43602180480957,,17.438350677490234,12.753154754638672,19.35136604309082,36.323543548583984,14.112349510192871,,20.19137191772461,20.59503936767578
2000-05-25,12.945918083190918,,17.117820739746094,12.433935165405273,19.00250816345215,35.73004150390625,14.076043128967285,,20.03622055053711,20.405006408691406
2000-05-26,12.742478370666504,,17.126493453979492,12.386043548583984,18.899906158447266,35.8487434387207,14.121423721313477,,19.881074905395508,19.97743034362793
2000-05-30,12.881192207336426,,17.369043350219727,12.64143180847168,19.23851203918457,38.17535400390625,14.039735794067383,,20.701141357421875,20.131832122802734
2000-05-31,12.770227432250977,,17.88882064819336,12.79306411743164,19.371891021728516,37.43937301635742,13.903603553771973,,20.92278480529785,20.60692024230957
2000-06-01,12.80721378326416,,17.724220275878906,13.216036796569824,19.52580451965332,39.12497329711914,13.939899444580078,,20.789798736572266,20.76132583618164
2000-06-02,13.019896507263184,,17.117820739746094,13.75872802734375,19.669450759887695,40.90556335449219,13.458906173706055,,21.29956817626953,21.331422805786133
2000-06-05,12.90893268585205,,16.875268936157227,13.447478294372559,19.63866424560547,41.02425003051758,13.440759658813477,,21.233081817626953,21.212657928466797
2000-06-06,12.9274263381958,,17.533639907836914,13.15219783782959,19.49502944946289,40.45448303222656,13.486140251159668,,21.055757522583008,20.53566551208496
2000-06-07,12.650016784667969,,17.308412551879883,13.343729019165039,19.40266990661621,41.214168548583984,13.631345748901367,,21.000354766845703,20.53566551208496
2000-06-08,12.631515502929688,,17.395044326782227,13.12027359008789,19.094852447509766,41.02425003051758,13.631345748901367,,20.834125518798828,20.333744049072266
2000-06-09,12.613025665283203,,17.28241729736328,12.896812438964844,19.16667366027832,41.119232177734375,13.785624504089355,,21.14441680908203,20.00119400024414
2000-06-12,12.687002182006836,,17.672252655029297,13.008539199829102,19.18720817565918,40.26453399658203,13.767478942871094,,20.9449520111084,19.502336502075195
2000-06-13,12.326370239257812,,17.672252655029297,12.992578506469727,19.269290924072266,41.119232177734375,13.92176342010498,,20.656816482543945,19.882410049438477
2000-06-14,12.650016784667969,,17.646259307861328,13.216036796569824,19.228242874145508,40.359493255615234,14.103266716003418,,21.01143455505371,19.95366668701172
2000-06-15,12.650016784667969,,17.395044326782227,12.904793739318848,19.41293716430664,41.16668701171875,14.366456031799316,,21.609865188598633,19.906166076660156
2000-06-16,12.709473609924316,,17.68807029724121,12.300711631774902,19.072649002075195,41.30913543701172,14.099453926086426,,21.36606788635254,19.682443618774414
2000-06-19,12.300690650939941,,17.54009437561035,12.621039390563965,18.87729835510254,42.61489486694336,14.126747131347656,,21.499052047729492,19.65865135192871
2000-06-20,12.077713966369629,,17.444334030151367,12.460881233215332,18.291236877441406,42.73359680175781,13.881152153015137,,21.46579360961914,19.230249404907227
2000-06-21,12.021968841552734,,17.757713317871094,12.364779472351074,18.363210678100586,43.11344909667969,14.154034614562988,,21.36606788635254,19.099349975585938
2000-06-22,12.021968841552734,,17.287649154663086,12.356769561767578,17.962228775024414,41.78396224975586,13.84476375579834,,21.32173728942871,19.01605224609375
2000-06-23,12.031265258789062,,17.505277633666992,12.26867389678955,18.157575607299805,40.893680572509766,14.008492469787598,,20.92278480529785,19.13504981994629
2000-06-26,11.752546310424805,,17.36599349975586,12.460881233215332,18.58941078186035,41.16668701171875,14.190423965454102,,20.723312377929688,19.13504981994629
2000-06-27,12.22636604309082,,17.24413299560547,12.580999374389648,18.671667098999023,40.76309585571289,14.408745765686035,,20.678972244262695,19.682443618774414
2000-06-28,12.198493003845215,,17.096153259277344,12.484901428222656,18.908138275146484,41.16668701171875,14.408745765686035,,20.59032440185547,19.611051559448242
2000-06-29,11.9755220413208,,17.13097381591797,12.47689151763916,18.579118728637695,40.359493255615234,14.536087036132812,,20.900619506835938,19.277862548828125
2000-06-30,11.678221702575684,,16.904653549194336,12.172578811645508,18.609973907470703,41.16668701171875,14.690733909606934,,20.967113494873047,19.49203872680664
2000-07-03,12.00339126586914,,17.00909996032715,12.396812438964844,18.856739044189453,41.45158004760742,14.71801471710205,,20.92278480529785,19.75384521484375
2000-07-05,12.059138298034668,,16.30400848388672,12.532949447631836,18.692224502563477,40.12210464477539,14.754400253295898,,21.055757522583008,19.991844177246094
2000-07-06,11.743257522583008,,16.46941375732422,12.629044532775879,18.640810012817383,40.73936462402344,14.772591590881348,,21.01143455505371,20.134639739990234
2000-07-07,11.687512397766113,,16.547748565673828,12.845280647277832,18.73335075378418,41.404090881347656,14.672534942626953,,21.188749313354492,21.11043357849121
2000-07-10,11.854743003845215,,16.626096725463867,12.877302169799805,18.75391387939453,40.95303726196289,14.808979988098145,,21.01143455505371,21.419832229614258
2000-07-11,12.486498832702637,,17.218019485473633,12.941376686096191,19.1137752532959,40.62065505981445,14.818083763122559,,20.778715133666992,21.574542999267578
2000-07-12,12.421464920043945,,16.991687774658203,13.125560760498047,19.185754776000977,41.665252685546875,14.517889976501465,,21.166587829589844,21.6340274810791
2000-07-13,12.560827255249023,,16.73055076599121,12.997432708740234,19.33997917175293,42.47245407104492,14.299583435058594,,21.233081817626953,21.229434967041016
2000-07-14,12.309981346130371,,16.713134765625,13.213651657104492,19.535327911376953,43.255889892578125,14.135847091674805,,21.565534591674805,21.491235733032227
2000-07-17,12.11487865447998,,16.495519638061523,12.965398788452148,19.648435592651367,43.61202621459961,14.208614349365234,,21.29956817626953,21.37223243713379
2000-07-18,11.929069519042969,,16.64350700378418,12.989426612854004,19.69984245300293,42.73359680175781,14.226810455322266,,20.967113494873047,21.419832229614258
2000-07-19,11.929069519042969,,16.599977493286133,12.941376686096191,19.535327911376953,41.78396224975586,14.245002746582031,,21.100093841552734,21.146133422851562
2000-07-20,11.836165428161621,,16.434589385986328,13.269710540771484,19.771812438964844,42.662384033203125,14.008492469787598,,21.432554244995117,21.08664321899414
2000-07-21,11.891900062561035,,16.121213912963867,13.229670524597168,19.740976333618164,41.736480712890625,14.044878959655762,,20.900619506835938,21.039033889770508
2000-07-24,11.91048812866211,,15.955830574035645,13.309752464294434,19.597023010253906,40.71561050415039,14.335965156555176,,20.701141357421875,20.705827713012695
2000-07-25,11.761836051940918,,15.807845115661621,13.333779335021973,19.63814353942871,41.404090881347656,14.081266403198242,,20.712223052978516,20.753442764282227
2000-07-26,11.687512397766113,,15.938416481018066,13.269710540771484,19.391380310058594,40.85806655883789,14.090364456176758,,20.545997619628906,20.68204116821289
2000-07-27,11.817585945129395,,16.486818313598633,13.309752464294434,19.257722854614258,39.6710205078125,14.190423965454102,,20.678972244262695,20.8486385345459
2000-07-28,11.724675178527832,,16.36495018005371,13.021453857421875,18.609973907470703,38.19908905029297,14.308673858642578,,20.457338333129883,20.206045150756836
2000-07-31,11.78041934967041,,16.260494232177734,13.245682716369629,18.897865295410156,38.9825439453125,14.154034614562988,,20.656816482543945,19.801448822021484
2000-08-01,11.789708137512207,,16.565156936645508,13.333779335021973,19.041793823242188,38.531463623046875,14.627052307128906,,20.834125518798828,20.087045669555664
2000-08-02,11.864029884338379,,16.878522872924805,13.317757606506348,18.959556579589844,38.36528396606445,14.617960929870605,,20.92278480529785,20.087045669555664
2000-08-03,11.994096755981445,,16.64350700378418,13.670125961303711,18.990407943725586,39.10124969482422,14.699825286865234,,21.03360366821289,19.991844177246094
2000-08-04,11.882613182067871,,16.713134765625,14.19866943359375,19.226882934570312,39.10124969482422,14.590667724609375,,21.46579360961914,19.908546447753906
2000-08-07,12.11487865447998,,16.930755615234375,14.238714218139648,19.792373657226562,39.908443450927734,14.408745765686035,,21.29956817626953,20.444042205810547
2000-08-08,12.412179946899414,,16.965579986572266,14.238714218139648,19.967161178588867,39.97965621948242,14.47241497039795,,21.36606788635254,21.050939559936523
2000-08-09,12.421464920043945,,17.270244598388672,14.142613410949707,20.141952514648438,40.12210464477539,13.881152153015137,,21.166587829589844,20.68204116821289
2000-08-10,12.2356538772583,,17.42693328857422,14.062536239624023,20.090545654296875,39.267425537109375,14.126747131347656,,21.210914611816406,20.087045669555664
2000-08-11,12.486498832702637,,17.409521102905273,14.278755187988281,20.316747665405273,39.40986633300781,14.226810455322266,,21.343896865844727,20.37265396118164
2000-08-14,12.486498832702637,,17.65325355529785,14.46293830871582,20.522380828857422,40.21705627441406,14.27228832244873,,21.58770179748535,20.63443374633789
2000-08-15,12.560827255249023,,17.583608627319336,14.19866943359375,20.265338897705078,40.312034606933594,14.245002746582031,,21.476877212524414,20.039445877075195
2000-08-16,12.560827255249023,,17.827354431152344,14.030499458312988,20.17279815673828,40.359493255615234,14.390543937683105,,21.166587829589844,19.646753311157227
2000-08-17,12.58869743347168,,18.24518394470215,14.214696884155273,20.275623321533203,41.119232177734375,14.308673858642578,,21.36606788635254,19.65865135192871
2000-08-18,12.36572265625,,18.036270141601562,14.110578536987305,20.21393394470215,41.16668701171875,14.135847091674805,,21.36606788635254,19.920446395874023
2000-08-21,12.300690650939941,,18.105899810791016,14.222695350646973,20.501811981201172,41.35661697387695,14.281390190124512,,21.432554244995117,19.4444580078125
2000-08-22,12.179910659790039,,18.053682327270508,14.374857902526855,20.460689544677734,41.35661697387695,14.226810455322266,,21.166587829589844,19.825244903564453
2000-08-23,12.124168395996094,,18.52372932434082,14.19066333770752,20.357866287231445,41.76020431518555,14.317770004272461,,21.188749313354492,19.706241607666016
2000-08-24,12.142751693725586,,18.123313903808594,14.166632652282715,20.57379150390625,42.15195083618164,14.226810455322266,,21.133342742919922,19.706241607666016
2000-08-25,12.077713966369629,,18.17554473876953,13.97443962097168,20.66632843017578,42.009498596191406,14.281390190124512,,21.48796844482422,19.88474464416504
2000-08-28,12.059138298034668,,18.24518394470215,14.238714218139648,20.943925857543945,42.35375213623047,14.235908508300781,,21.277408599853516,19.563447952270508
2000-08-29,11.891900062561035,,18.262588500976562,14.094566345214844,20.810272216796875,42.40122985839844,14.017587661743164,,21.37714385986328,19.480152130126953
2000-08-30,11.919774055480957,,18.105899810791016,14.222695350646973,20.614913940429688,42.1163330078125,13.953914642333984,,21.52121353149414,19.254053115844727
2000-08-31,12.049843788146973,,18.036270141601562,14.591076850891113,20.769145965576172,42.947261810302734,13.981199264526367,,21.38822364807129,18.9803466796875
2000-09-01,11.929069519042969,,18.21906852722168,14.350831985473633,20.954208374023438,42.97100067138672,13.899336814880371,,21.36606788635254,19.36115264892578
2000-09-05,12.170621871948242,,18.21906852722168,14.52701187133789,20.954208374023438,41.99763488769531,13.853852272033691,,20.9449520111084,19.563447952270508
2000-09-06,12.375016212463379,,18.619482040405273,14.639131546020508,21.05702781677246,40.929283142089844,13.681024551391602,,20.85628890991211,19.84904670715332
2000-09-07,11.78041934967041,,18.532434463500977,14.519000053405762,20.93364715576172,41.59404373168945,13.808369636535645,,20.6900634765625,19.682443618774414
2000-09-08,11.576031684875488,,18.31482696533203,14.847336769104004,20.686893463134766,40.26453399658203,13.799276351928711,,20.701141357421875,20.05133819580078
2000-09-11,11.501708984375,,18.89803695678711,15.143647193908691,20.584074020385742,39.219947814941406,13.862955093383789,,20.778715133666992,20.42024040222168
2000-09-12,11.427377700805664,,18.871915817260742,15.119622230529785,20.522380828857422,38.6501579284668,13.9721040725708,,20.767635345458984,20.42024040222168
2000-09-13,11.371633529663086,,18.558555603027344,15.023524284362793,20.584074020385742,39.030029296875,13.9721040725708,,20.989276885986328,20.42024040222168
2000-09-14,11.167242050170898,,18.506330490112305,14.96746826171875,20.563508987426758,39.243682861328125,13.826568603515625,,20.767635345458984,20.30124282836914
2000-09-15,10.990059852600098,,18.988481521606445,14.723533630371094,20.042240142822266,38.56707763671875,13.806114196777344,,20.678972244262695,20.124977111816406
2000-09-18,10.95267105102539,,19.023452758789062,14.23355484008789,19.815433502197266,37.700531005859375,13.82436752319336,,20.64573097229004,19.719375610351562
2000-09-19,10.65362548828125,,18.516395568847656,14.538790702819824,19.588611602783203,39.17247009277344,13.84263801574707,,20.51275062561035,19.385345458984375
2000-09-20,10.52278995513916,,18.149213790893555,14.329943656921387,19.691699981689453,39.31490707397461,13.73306655883789,,20.113798141479492,19.003602981567383
2000-09-21,10.485406875610352,,18.00933837890625,14.16929817199707,19.75357437133789,38.50771713256836,14.098305702209473,,20.30219078063965,19.707441329956055
2000-09-22,10.466718673706055,,17.89568519592285,14.442401885986328,19.60923194885254,37.41564178466797,14.573114395141602,,20.1248779296875,19.576215744018555
2000-09-25,10.438681602478027,,17.62467384338379,14.675341606140137,20.18657684326172,36.63219451904297,14.445286750793457,,20.424097061157227,19.277982711791992
2000-09-26,10.335886001586914,,18.044307708740234,14.578950881958008,20.207202911376953,35.860599517822266,14.3174467086792,,20.424097061157227,18.848526000976562
2000-09-27,10.289158821105957,,18.38525390625,14.586982727050781,20.042240142822266,35.6113395690918,14.326577186584473,,20.080554962158203,19.027463912963867
2000-09-28,10.597551345825195,,18.31532096862793,14.956474304199219,20.3102970123291,36.845855712890625,14.545722007751465,,20.66789436340332,19.325716018676758
2000-09-29,10.868571281433105,,18.33280372619629,14.908282279968262,20.165956497192383,35.23147201538086,14.600507736206055,,20.61248779296875,19.003602981567383
2000-10-02,10.616243362426758,,18.708728790283203,15.117122650146484,19.95976448059082,34.9703254699707,14.573114395141602,,20.878446578979492,18.705366134643555
