Date,Open,High,Low,Close,Adj Close,Volume
1999-02-10,122.125,123.0,121.328125,122.3125,78.99979400634766,6936700
1999-02-11,123.0625,126.09375,122.5,125.125,80.81632232666016,9181800
1999-02-12,124.8125,125.5,122.625,123.625,79.84746551513672,10676600
1999-02-16,124.75,125.625,122.875,122.875,79.3630599975586,6915500
1999-02-17,123.1875,125.359375,122.25,122.75,79.28235626220703,7858100
1999-02-18,123.1875,124.375,122.21875,123.71875,79.90802764892578,9048900
1999-02-19,124.0,125.75,123.375,124.25,80.25118255615234,5312200
1999-02-22,124.4375,127.71875,124.28125,127.5625,82.39070892333984,10695800
1999-02-23,127.59375,128.5,126.59375,127.5,82.35030364990234,7770700
1999-02-24,127.84375,128.84375,125.0,125.25,80.89706420898438,7271000
1999-02-25,124.53125,125.28125,122.6875,124.0625,80.13005065917969,11633000
1999-02-26,124.75,124.84375,122.8125,123.5625,79.80712127685547,9621300
1999-03-01,123.65625,124.3125,122.375,123.90625,80.02915954589844,7607200
1999-03-02,124.5,125.3125,122.3125,122.8125,79.32268524169922,9651500
1999-03-03,123.09375,123.5625,121.78125,123.46875,79.7465591430664,7881400
1999-03-04,124.0625,125.484375,123.265625,125.03125,80.75574493408203,8256400
1999-03-05,127.5,128.125,126.5625,127.546875,82.3805923461914,10703100
1999-03-08,128.28125,128.796875,127.25,128.375,82.91544342041016,4802200
1999-03-09,128.125,129.9375,127.75,128.0625,82.71360778808594,7893400
1999-03-10,128.46875,129.25,127.78125,129.1875,83.44023132324219,3950000
1999-03-11,129.6875,131.1875,128.875,130.625,84.3686752319336,6583700
1999-03-12,131.0,131.03125,129.21875,129.375,83.56131744384766,5286500
1999-03-15,129.9375,131.25,129.5,131.21875,84.75216674804688,5394400
1999-03-16,131.125,131.65625,130.46875,130.71875,84.42923736572266,4547500
1999-03-17,130.6875,130.9375,129.625,130.15625,84.06592559814453,4524100
1999-03-18,129.78125,132.375,129.75,132.25,85.41824340820312,3506300
1999-03-19,132.3125,132.625,129.6875,129.6875,83.96635437011719,5526700
1999-03-22,130.0625,130.59375,129.421875,129.9375,84.12821960449219,4603800
1999-03-23,129.3125,129.53125,125.703125,126.1875,81.70026397705078,9713800
1999-03-24,126.84375,127.171875,125.625,126.90625,82.1656265258789,6280900
1999-03-25,128.0625,129.5,127.75,129.5,83.84492492675781,6639600
1999-03-26,128.625,129.125,127.71875,128.5625,83.23794555664062,6159700
1999-03-29,129.15625,131.4375,129.15625,131.15625,84.9172592163086,5863900
1999-03-30,129.9375,131.21875,129.5625,130.46875,84.47212219238281,5401400
1999-03-31,131.15625,131.609375,128.3125,128.375,83.11654663085938,7413600
1999-04-01,129.6875,129.6875,128.125,129.34375,83.74380493164062,7683600
1999-04-05,130.9375,132.59375,130.25,132.40625,85.72657775878906,5791100
1999-04-06,132.1875,132.984375,131.15625,132.09375,85.52426147460938,5381300
1999-04-07,132.6875,133.375,131.375,133.15625,86.2121810913086,6248600
1999-04-08,133.1875,134.9375,132.28125,134.84375,87.30473327636719,5909100
1999-04-09,134.4375,135.5,133.59375,134.875,87.32499694824219,4365800
1999-04-12,133.46875,136.40625,133.21875,136.3125,88.2557144165039,8213200
1999-04-13,136.25,136.46875,134.5,135.4375,87.68917083740234,10071400
1999-04-14,136.0625,136.0625,132.6875,133.15625,86.2121810913086,11551700
1999-04-15,133.4375,133.5625,131.0,132.65625,85.88848114013672,11150000
1999-04-16,132.90625,132.90625,131.1875,131.53125,85.16007232666016,6476200
1999-04-19,132.6875,134.53125,128.375,129.5,83.84492492675781,12487200
1999-04-20,129.8125,131.1875,129.0,131.125,84.8970718383789,9049600
1999-04-21,131.0625,135.625,130.40625,134.875,87.32499694824219,5772200
1999-04-22,135.125,136.375,134.390625,136.15625,88.15457153320312,6897400
1999-04-23,135.875,136.75,135.0,135.8125,87.93199157714844,4593100
1999-04-26,136.5,136.8125,135.46875,136.59375,88.43779754638672,3606500
1999-04-27,137.125,137.5,135.84375,137.25,88.86271667480469,5147200
1999-04-28,136.4375,137.25,135.0,135.375,87.64872741699219,5544300
1999-04-29,135.5625,136.0625,133.8125,134.34375,86.98103332519531,9824300
1999-04-30,135.09375,135.625,131.5,133.25,86.27286529541016,10991900
1999-05-03,133.4375,135.84375,133.09375,135.6875,87.8510513305664,10709700
1999-05-04,135.125,135.8125,133.125,133.75,86.5965805053711,10509300
1999-05-05,133.9375,135.0625,131.84375,134.8125,87.28453063964844,10032300
1999-05-06,134.4375,135.125,132.375,133.984375,86.74839782714844,13507200
1999-05-07,134.5,135.125,133.4375,135.0,87.40589904785156,8680700
1999-05-10,134.84375,135.71875,133.53125,134.328125,86.97089385986328,5580100
1999-05-11,135.3125,136.875,134.71875,135.6875,87.8510513305664,7000600
1999-05-12,135.75,137.21875,131.5,136.75,88.5389175415039,13865800
1999-05-13,137.25,138.0,136.8125,137.34375,88.92337799072266,4485700
1999-05-14,134.5625,135.875,133.5,133.78125,86.61683654785156,8370100
1999-05-17,133.625,134.484375,132.375,134.1875,86.87989044189453,6268100
1999-05-18,134.53125,134.984375,132.625,133.9375,86.71800994873047,8218600
1999-05-19,134.46875,135.0,133.25,134.90625,87.34521484375,5052400
1999-05-20,135.125,135.59375,134.0625,134.09375,86.81915283203125,4670400
1999-05-21,134.125,134.6875,132.59375,133.34375,86.33358764648438,6418200
1999-05-24,133.84375,133.84375,130.390625,131.125,84.8970718383789,7952000
1999-05-25,131.375,132.34375,128.4375,129.0,83.5212173461914,15406400
1999-05-26,129.3125,131.0,128.09375,130.4375,84.4519271850586,12575900
1999-05-27,129.84375,130.28125,128.0,128.5625,83.23794555664062,14515400
1999-05-28,129.0,130.75,128.59375,130.203125,84.30018615722656,8748000
1999-06-01,130.125,130.15625,128.375,129.75,84.0068359375,6705300
1999-06-02,129.75,130.1875,128.015625,129.875,84.08772277832031,6981900
1999-06-03,130.6875,130.875,129.78125,130.59375,84.55311584472656,6076600
1999-06-04,131.46875,133.359375,130.9375,133.21875,86.25265502929688,9787200
1999-06-07,133.4375,134.1875,132.90625,133.5625,86.47517395019531,5299100
1999-06-08,133.375,133.796875,131.59375,132.25,85.62541961669922,4895700
1999-06-09,132.40625,133.09375,131.8125,132.125,85.54449462890625,7409700
1999-06-10,131.4375,131.46875,129.59375,130.90625,84.7553939819336,7040700
1999-06-11,131.21875,132.21875,129.09375,129.8125,84.04725646972656,12824800
1999-06-14,130.6875,130.75,129.546875,129.9375,84.12821960449219,6823500
1999-06-15,130.46875,131.65625,130.078125,130.8125,84.69474792480469,5700900
1999-06-16,132.375,133.875,132.375,133.3125,86.31332397460938,7865800
1999-06-17,132.875,135.5625,132.625,134.5625,87.12267303466797,8162800
1999-06-18,134.0625,134.6875,133.375,134.3125,87.22332763671875,2875100
1999-06-21,134.46875,135.25,133.65625,134.625,87.42626953125,4646400
1999-06-22,134.0,135.1875,133.5,133.6875,86.81743621826172,5862400
1999-06-23,133.0,133.625,132.125,133.03125,86.3912582397461,9629200
1999-06-24,132.875,132.9375,130.65625,132.03125,85.74186706542969,9176900
1999-06-25,132.59375,133.015625,131.25,131.703125,85.52880096435547,4087000
1999-06-28,132.6875,133.625,132.5,133.3125,86.57390594482422,5028900
1999-06-29,133.0,135.1875,132.78125,134.5625,87.38566589355469,6956200
1999-06-30,134.625,137.5,133.84375,137.0,88.96863555908203,16856100
1999-07-01,137.0,138.5,136.0625,138.03125,89.6383056640625,9939500
1999-07-02,138.125,139.5,137.90625,139.40625,90.5312271118164,3772800
1999-07-06,139.25,140.75,138.59375,139.375,90.51092529296875,11221100
1999-07-07,139.0625,139.71875,138.515625,139.5625,90.63273620605469,3230700
1999-07-08,139.0625,140.625,138.75,139.671875,90.70372772216797,7101500
1999-07-09,140.0,140.59375,139.5625,140.5,91.2414779663086,2976800
1999-07-12,140.9375,140.9375,139.5,139.875,90.83560943603516,4436300
1999-07-13,139.375,139.921875,138.65625,139.375,90.51092529296875,6477600
1999-07-14,140.0,140.21875,138.75,140.15625,91.01829528808594,4382500
1999-07-15,140.78125,141.375,140.3125,141.046875,91.59664154052734,3348600
1999-07-16,141.25,142.15625,140.75,141.8125,92.09381866455078,2281500
1999-07-19,142.1875,142.25,140.5625,140.875,91.48506927490234,4287000
1999-07-20,140.125,140.40625,137.53125,137.984375,89.60784149169922,7060100
1999-07-21,138.09375,138.90625,137.3125,137.828125,89.50636291503906,4793700
1999-07-22,137.4375,138.0,135.46875,136.015625,88.32931518554688,7804100
1999-07-23,136.65625,137.0,135.125,135.75,88.15685272216797,4603000
1999-07-26,134.875,136.125,134.625,134.75,87.5074691772461,4333400
1999-07-27,136.0,137.203125,135.375,135.875,88.2380142211914,5908500
1999-07-28,136.25,137.3125,135.59375,136.3125,88.52215576171875,3955500
1999-07-29,134.9375,135.25,133.3125,134.40625,87.2842025756836,7760600
1999-07-30,134.8125,135.34375,132.5625,132.75,86.20858764648438,5994300
1999-08-02,132.75,134.75,132.5,133.0625,86.41157531738281,6065500
1999-08-03,133.71875,133.84375,131.375,132.4375,86.00570678710938,5445400
1999-08-04,132.71875,133.875,130.4375,130.625,84.82859802246094,6497900
1999-08-05,130.875,131.9375,128.84375,131.8125,85.59980773925781,10322000
1999-08-06,131.21875,132.0,129.5,130.375,84.6662826538086,7537700
1999-08-09,130.59375,131.796875,129.75,130.09375,84.48365020751953,5565900
1999-08-10,129.875,130.15625,127.0,128.65625,83.55010986328125,9793300
1999-08-11,129.6875,130.53125,128.625,130.21875,84.56483459472656,8003400
1999-08-12,130.6875,131.8125,129.90625,130.140625,84.5140380859375,7036800
1999-08-13,131.625,133.25,131.125,133.15625,86.4724349975586,5857700
1999-08-16,133.125,133.96875,132.25,133.75,86.85801696777344,3927000
1999-08-17,134.4375,134.84375,133.125,134.625,87.42626953125,4808000
1999-08-18,134.203125,134.375,133.25,133.65625,86.79714965820312,4355500
1999-08-19,132.375,133.234375,131.6875,132.5625,86.08687591552734,6448100
1999-08-20,133.0625,134.125,132.6875,133.90625,86.95948791503906,3663700
1999-08-23,134.8125,136.546875,134.65625,136.46875,88.62361907958984,5637800
1999-08-24,136.0625,137.96875,135.375,136.96875,88.94829559326172,9279500
1999-08-25,137.1875,138.78125,136.15625,138.375,89.86152648925781,6005300
1999-08-26,138.28125,138.421875,136.5,136.71875,88.78594207763672,4322300
1999-08-27,136.875,137.0625,135.0625,135.0625,87.71036529541016,6247400
1999-08-30,135.34375,135.5,132.0,132.5625,86.08687591552734,4652000
1999-08-31,132.9375,133.75,130.875,132.0625,85.76217651367188,11453700
1999-09-01,132.9375,133.734375,132.3125,133.6875,86.81743621826172,6863900
1999-09-02,132.125,132.671875,130.65625,132.109375,85.79264831542969,10896300
1999-09-03,134.875,136.5,134.6875,135.96875,88.29886627197266,9160800
1999-09-07,136.0625,136.625,135.21875,135.46875,87.97417449951172,4560800
1999-09-08,134.84375,136.0625,134.03125,134.8125,87.54801177978516,6159600
1999-09-09,134.75,135.25,133.6875,134.75,87.5074691772461,6177800
1999-09-10,136.25,136.359375,134.9375,135.875,88.2380142211914,2934500
1999-09-13,135.125,135.46875,134.5,134.953125,87.63933563232422,2320500
1999-09-14,134.0625,134.5625,133.375,134.0625,87.06098937988281,3736000
1999-09-15,135.4375,135.4375,131.875,131.9375,85.68099212646484,6984500
1999-09-16,132.5,132.8125,130.3125,132.453125,86.01579284667969,15377600
1999-09-17,132.625,133.9375,132.15625,133.75,87.10264587402344,8542300
1999-09-20,133.9375,134.0,133.09375,133.5625,86.98053741455078,2803900
1999-09-21,132.25,132.46875,130.15625,130.75,85.14894104003906,9335200
1999-09-22,131.25,131.84375,129.75,130.609375,85.05738067626953,13009100
1999-09-23,131.8125,131.8125,127.625,127.875,83.27666473388672,12204100
1999-09-24,127.75,128.375,126.3125,127.75,83.19525909423828,13792900
1999-09-27,128.75,129.75,128.28125,128.59375,83.74475860595703,6970300
1999-09-28,127.9375,128.8125,125.5625,128.34375,83.58192443847656,11063400
1999-09-29,128.4375,129.125,126.75,126.8125,82.584716796875,7580300
1999-09-30,127.4375,129.4375,126.96875,128.75,83.84648132324219,7498900
1999-10-01,127.9375,128.5625,126.625,128.46875,83.6633071899414,11127100
1999-10-04,129.1875,130.875,128.75,130.75,85.14894104003906,6341600
1999-10-05,130.71875,131.96875,128.6875,130.625,85.06752014160156,11976000
1999-10-06,130.75,132.8125,130.6875,132.625,86.37002563476562,10308200
1999-10-07,132.859375,133.0,131.5,131.875,85.88160705566406,6535600
1999-10-08,131.75,133.875,131.234375,133.875,87.18402862548828,9674300
1999-10-11,133.59375,134.125,133.3125,133.65625,87.0416259765625,4282000
1999-10-12,133.125,133.3125,131.1875,131.59375,85.69843292236328,8686100
1999-10-13,130.6875,131.3125,128.1875,128.1875,83.48015594482422,10469300
1999-10-14,128.484375,129.1875,126.75,128.15625,83.45980072021484,10562200
1999-10-15,126.0,126.75,124.5,124.875,81.32295989990234,14238700
1999-10-18,124.9375,125.9375,123.4375,125.78125,81.91309356689453,9758800
1999-10-19,127.1875,128.25,125.9375,127.0,82.70680236816406,14392900
1999-10-20,127.75,129.46875,127.125,128.25,83.5208740234375,9759400
1999-10-21,127.21875,129.0,126.625,129.0,84.00931549072266,9105400
1999-10-22,129.75,131.21875,129.5625,130.09375,84.72158813476562,8309600
1999-10-25,129.3125,130.46875,128.75,129.4375,84.2941665649414,8114300
1999-10-26,130.1875,130.6875,127.8125,127.8125,83.2359390258789,6256300
1999-10-27,128.375,130.3125,128.25,130.125,84.74192810058594,5433300
1999-10-28,132.4375,134.859375,132.1875,134.5625,87.63177490234375,10509700
1999-10-29,135.84375,137.6875,135.71875,137.0,89.2192153930664,10988600
1999-11-01,136.5,137.0,135.5625,135.5625,88.28300476074219,4006500
1999-11-02,135.96875,137.25,134.59375,134.59375,87.65216064453125,6516900
1999-11-03,136.0,136.375,135.125,135.5,88.24231719970703,7222300
1999-11-04,136.75,137.359375,135.765625,136.53125,88.9139175415039,7907500
1999-11-05,138.625,139.109375,136.78125,137.875,89.78900146484375,7431500
1999-11-08,137.0,138.375,136.75,138.0,89.87042999267578,4649200
1999-11-09,138.5,138.6875,136.28125,136.703125,89.02581787109375,4533700
1999-11-10,136.25,138.390625,136.078125,137.71875,89.687255859375,6405600
1999-11-11,138.1875,138.5,137.46875,138.5,90.19600677490234,4794100
1999-11-12,139.25,139.984375,137.125,139.75,91.01009368896484,11802900
1999-11-15,139.84375,140.25,139.40625,140.078125,91.22374725341797,2187500
1999-11-16,140.5625,143.0,140.09375,141.25,91.98694610595703,7544800
1999-11-17,142.25,142.9375,141.3125,141.625,92.23115539550781,9459000
1999-11-18,142.4375,143.0,141.625,142.625,92.88236999511719,4491000
1999-11-19,142.40625,142.96875,142.0,142.5,92.8010025024414,4832100
1999-11-22,142.4375,143.0,141.5,142.46875,92.78062438964844,4155400
1999-11-23,142.84375,142.84375,140.375,141.21875,91.96659088134766,5918000
1999-11-24,140.75,142.4375,140.0,141.96875,92.45497131347656,4459700
1999-11-26,142.46875,142.875,141.25,141.4375,92.10902404785156,1693900
1999-11-29,140.875,141.921875,140.4375,140.9375,91.78337097167969,7348600
1999-11-30,140.75,142.3125,139.0,139.28125,90.704833984375,7682000
1999-12-01,139.3125,140.5,139.0,140.40625,91.43746948242188,6980200
1999-12-02,140.625,141.375,140.375,141.25,91.98694610595703,6698300
1999-12-03,143.03125,145.34375,143.03125,143.84375,93.6760482788086,10045400
1999-12-06,143.53125,143.71875,142.25,142.78125,92.9841079711914,3138900
1999-12-07,143.28125,143.3125,141.375,141.625,92.23115539550781,10714200
1999-12-08,141.34375,142.0625,140.5,140.71875,91.64095306396484,4611400
1999-12-09,141.8125,142.21875,139.375,141.40625,92.08866119384766,6474700
1999-12-10,142.28125,142.8125,140.875,141.875,92.39392852783203,5127300
1999-12-13,141.4375,142.71875,141.28125,142.125,92.5567626953125,4210800
1999-12-14,141.625,142.484375,140.625,140.75,91.66126251220703,5739000
1999-12-15,140.375,142.203125,140.03125,141.5,92.14969635009766,6879100
1999-12-16,142.1875,142.65625,141.15625,142.125,92.5567626953125,5854900
1999-12-17,143.0,143.3125,142.0625,142.6875,93.15118408203125,4775400
1999-12-20,142.5625,143.1875,141.09375,141.65625,92.47789764404297,4608700
1999-12-21,141.59375,144.0625,141.34375,143.8125,93.88558959960938,7981300
1999-12-22,143.625,144.1875,142.96875,144.1875,94.13041687011719,5377500
1999-12-23,145.015625,146.484375,145.0,146.484375,95.62985229492188,5721700
1999-12-27,146.5,146.78125,145.0625,146.28125,95.49725341796875,2691000
1999-12-28,145.875,146.5,145.484375,146.1875,95.4360580444336,4084500
1999-12-29,146.3125,146.8125,145.3125,146.8125,95.84410858154297,3001000
1999-12-30,147.125,147.5625,146.1875,146.640625,95.7319107055664,3641300
1999-12-31,146.84375,147.5,146.25,146.875,95.8849105834961,3172700
2000-01-03,148.25,148.25,143.875,145.4375,94.94644927978516,8164300
2000-01-04,143.53125,144.0625,139.640625,139.75,91.23344421386719,8089800
2000-01-05,139.9375,141.53125,137.25,140.0,91.39665222167969,12177900
2000-01-06,139.625,141.5,137.75,137.75,89.92779541015625,6227200
2000-01-07,140.3125,145.75,140.0625,145.75,95.15048217773438,8066500
2000-01-10,146.25,146.90625,145.03125,146.25,95.47689819335938,5741700
2000-01-11,145.8125,146.09375,143.5,144.5,94.33436584472656,7503700
2000-01-12,144.59375,144.59375,142.875,143.0625,93.3959732055664,6907700
2000-01-13,144.46875,145.75,143.28125,145.0,94.66081237792969,5158300
2000-01-14,146.53125,147.46875,145.96875,146.96875,95.94612884521484,7437300
2000-01-18,145.34375,146.625,145.1875,145.8125,95.1912612915039,6488500
2000-01-19,145.3125,147.0,145.0,147.0,95.96649169921875,6157900
2000-01-20,146.96875,146.96875,143.8125,144.75,94.49765014648438,5800100
2000-01-21,145.5,145.5,144.0625,144.4375,94.29361724853516,6244800
2000-01-24,145.65625,145.84375,139.40625,140.34375,91.6210708618164,7896900
2000-01-25,140.515625,141.9375,139.0,141.9375,92.66155242919922,9942500
2000-01-26,141.0,141.546875,140.09375,140.8125,91.92711639404297,5158100
2000-01-27,141.84375,142.21875,138.125,140.25,91.55987548828125,10922700
2000-01-28,139.4375,140.0625,135.53125,135.875,88.70372009277344,11916200
2000-01-31,135.8125,139.671875,135.0,139.5625,91.11105346679688,10768700
2000-02-01,139.75,141.6875,138.53125,140.9375,92.00865936279297,8419900
2000-02-02,141.28125,142.25,140.375,141.0625,92.0903091430664,6205900
2000-02-03,140.875,143.25,140.0,143.1875,93.47756958007812,7997500
2000-02-04,143.1875,144.0,142.125,142.59375,93.08992767333984,4925400
2000-02-07,142.5625,142.78125,141.4375,142.375,92.94713592529297,5845800
2000-02-08,143.96875,144.5625,143.625,144.3125,94.21199798583984,4936400
2000-02-09,144.46875,144.46875,141.265625,141.28125,92.2331314086914,8511500
2000-02-10,141.625,142.5625,140.875,141.5625,92.41673278808594,6690600
2000-02-11,141.84375,141.9375,138.03125,138.6875,90.53980255126953,9849800
2000-02-14,139.78125,139.78125,138.3125,139.5,91.07027435302734,8528800
2000-02-15,139.25,141.21875,137.796875,141.078125,92.10052490234375,11078300
2000-02-16,140.375,140.9375,138.796875,139.0,90.74383544921875,8845400
2000-02-17,140.4375,140.4375,138.21875,138.28125,90.27462768554688,7584200
2000-02-18,138.875,138.875,134.625,135.3125,88.33647918701172,9409200
2000-02-22,135.1875,136.34375,133.53125,134.96875,88.11209106445312,16415400
2000-02-23,135.625,137.46875,134.5,136.5625,89.15255737304688,12119000
2000-02-24,136.6875,137.03125,133.09375,133.8125,87.35728454589844,17375000
2000-02-25,135.1875,136.71875,133.125,133.328125,87.04102325439453,10559900
2000-02-28,133.375,136.6875,132.71875,136.125,88.86692810058594,13397800
2000-02-29,136.0625,137.4375,135.75,137.4375,89.72376251220703,8242500
2000-03-01,137.625,139.0,137.21875,138.4375,90.37662506103516,6868000
2000-03-02,138.6875,139.125,137.34375,138.53125,90.43783569335938,7600200
2000-03-03,140.4375,141.71875,139.71875,141.125,92.13109588623047,12770300
2000-03-06,140.8125,141.34375,138.75,139.75,91.23344421386719,11967100
2000-03-07,140.0,140.15625,135.21875,137.046875,89.46875762939453,20062000
2000-03-08,136.46875,137.84375,135.03125,136.875,89.35658264160156,11808500
2000-03-09,137.25,140.875,136.125,140.875,91.96790313720703,5500900
2000-03-10,140.1875,142.0,139.53125,140.125,91.47826385498047,7924600
2000-03-13,136.6875,140.46875,135.6875,138.59375,90.47863006591797,10540500
2000-03-14,139.28125,140.09375,136.15625,136.625,89.193359375,8263900
2000-03-15,136.875,140.4375,136.0625,139.8125,91.2742691040039,10300800
2000-03-16,141.625,146.84375,140.875,146.34375,95.5380630493164,25601400
2000-03-17,145.8125,148.0,145.4375,146.9375,96.16950988769531,10272900
2000-03-20,146.875,147.34375,144.78125,146.1875,95.6786117553711,12502300
2000-03-21,145.53125,149.75,144.5,149.1875,97.64205932617188,13612600
2000-03-22,149.5625,150.84375,148.6875,150.09375,98.23521423339844,8260000
2000-03-23,149.15625,153.46875,149.15625,152.65625,99.91234588623047,11654500
2000-03-24,152.875,155.75,151.71875,153.5625,100.50556945800781,11462900
2000-03-27,153.375,153.78125,151.8125,151.9375,99.4419937133789,8798600
2000-03-28,151.25,152.984375,150.59375,151.0625,98.8692626953125,6334400
2000-03-29,151.5625,152.484375,149.65625,151.21875,98.97154998779297,6747500
2000-03-30,150.15625,151.921875,147.125,148.6875,97.31485748291016,9491900
2000-03-31,149.625,152.3125,148.4375,150.375,98.41930389404297,9249100
2000-04-03,150.125,151.25,148.6875,151.25,98.991943359375,8508200
2000-04-04,151.75,153.0,141.390625,150.125,98.25567626953125,19585500
2000-04-05,147.875,150.8125,147.625,149.1875,97.64205932617188,8387200
2000-04-06,150.25,151.6875,149.0,150.484375,98.49089813232422,6378500
2000-04-07,151.5625,152.125,150.5,151.4375,99.11471557617188,6023600
2000-04-10,151.75,153.109375,150.3125,150.84375,98.72611236572266,9624200
2000-04-11,150.0,151.625,148.375,150.40625,98.43977355957031,9006400
2000-04-12,150.375,151.15625,146.15625,146.28125,95.73999786376953,10779200
2000-04-13,147.46875,148.15625,143.78125,144.25,94.41051483154297,12225800
2000-04-14,142.625,142.8125,133.5,136.0,89.01097869873047,29604000
2000-04-17,135.1875,140.75,134.6875,140.75,92.11978149414062,23918200
2000-04-18,140.5625,144.46875,139.78125,144.46875,94.5537109375,11069200
2000-04-19,144.5,145.125,142.53125,143.125,93.6742172241211,6553700
2000-04-20,143.5625,143.9375,142.375,143.8125,94.12422180175781,8537600
2000-04-24,141.5,143.3125,140.5,142.25,93.10152435302734,12893100
2000-04-25,144.625,148.15625,144.4375,148.15625,96.96717834472656,14102000
2000-04-26,147.96875,148.75,146.0,146.484375,95.8729019165039,7711100
2000-04-27,143.0,147.34375,143.0,146.0,95.55590057373047,15595300
2000-04-28,147.0,147.859375,145.0625,145.09375,94.9627456665039,8743400
2000-05-01,146.5625,148.484375,145.84375,147.0625,96.25129699707031,7328300
2000-05-02,145.5,147.125,144.125,144.125,94.32874298095703,9411900
2000-05-03,144.0,144.0,139.78125,140.75,92.11978149414062,12630700
2000-05-04,142.0,142.359375,140.75,141.8125,92.81521606445312,5963600
2000-05-05,141.0625,144.0,140.9375,143.53125,93.94013977050781,7862400
2000-05-08,142.75,143.375,141.84375,142.453125,93.23450469970703,5064100
2000-05-09,143.0625,143.40625,140.265625,141.3125,92.48799133300781,5620300
2000-05-10,140.5,140.96875,137.75,138.125,90.40179443359375,10293900
2000-05-11,140.125,141.5,139.125,141.28125,92.46755981445312,7091100
2000-05-12,141.8125,143.46875,141.625,142.8125,93.4697036743164,5960800
2000-05-15,142.75,145.609375,142.0,145.28125,95.08549499511719,4441300
2000-05-16,146.5625,147.71875,145.3125,146.6875,96.0058822631836,8192200
2000-05-17,145.6875,146.1875,144.46875,145.15625,95.00372314453125,5907200
2000-05-18,145.625,146.3125,143.375,143.375,93.83784484863281,4325600
2000-05-19,142.5625,143.234375,140.40625,141.125,92.36524963378906,6518400
2000-05-22,141.25,141.46875,137.0,140.0625,91.66985321044922,10839400
2000-05-23,140.4375,140.8125,137.5625,138.0,90.31993865966797,7979200
2000-05-24,138.0,140.6875,136.5,140.25,91.7925796508789,11081500
2000-05-25,140.6875,141.8125,137.71875,137.84375,90.21772003173828,8278900
2000-05-26,138.8125,139.6875,137.328125,138.0,90.31993865966797,4814000
2000-05-30,140.0,142.9375,139.46875,142.5,93.26519012451172,5362700
2000-05-31,142.5625,144.0,142.09375,142.8125,93.4697036743164,6056500
2000-06-01,143.6875,145.4375,143.0,145.3125,95.1059341430664,8961600
2000-06-02,148.9375,149.09375,147.484375,147.84375,96.76264953613281,8962200
2000-06-05,147.46875,148.21875,146.875,147.125,96.29222106933594,6998100
2000-06-06,146.625,147.78125,145.90625,146.46875,95.86270904541016,4858900
2000-06-07,146.625,148.0,146.0,147.484375,96.52742767333984,4919500
2000-06-08,147.5,147.75,146.0625,146.90625,96.14900970458984,5723100
2000-06-09,147.5,147.96875,145.625,146.59375,95.94448852539062,3085300
2000-06-12,146.96875,146.96875,144.875,144.875,94.819580078125,3678900
2000-06-13,144.8125,147.75,144.625,147.59375,96.59899139404297,6558700
2000-06-14,148.25,148.875,147.1875,147.84375,96.76264953613281,6420500
2000-06-15,148.125,148.75,146.84375,148.15625,96.96717834472656,5881200
2000-06-16,148.3125,148.3125,145.875,146.59375,96.17039489746094,5567900
2000-06-19,146.46875,149.15625,146.25,148.46875,97.40047454833984,5106900
2000-06-20,148.1875,148.875,147.0,147.9375,97.05191040039062,6480000
2000-06-21,146.9375,148.4375,146.890625,147.875,97.01097869873047,3115000
2000-06-22,147.5625,147.6875,145.0,145.625,95.53489685058594,7490500
